web-scraper-order,web-scraper-start-url,season,season-href,anime,anime-href,name,score,rank,popularity,members,season_repeat,type,studio
1648539149-2907,https://myanimelist.net/anime/season/archive,Summer 2013,https://myanimelist.net/anime/season/2013/summer,High School DxD New,https://myanimelist.net/anime/15451/High_School_DxD_New,High School DxD New,7.5,#1656,#160,"812,373",Summer 2013,TV,TNK
1648532328-1823,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Tsubasa Chronicle 2nd Season,https://myanimelist.net/anime/969/Tsubasa_Chronicle_2nd_Season,Tsubasa Chronicle 2nd Season,7.59,#1368,#1565,"111,135",Spring 2006,TV,Bee Train
1648531489-1687,https://myanimelist.net/anime/season/archive,Fall 2006,https://myanimelist.net/anime/season/2006/fall,Funny Pets 2nd Season,https://myanimelist.net/anime/22345/Funny_Pets_2nd_Season,Funny Pets 2nd Season,5.38,#11023,#13713,437,Fall 2006,TV,null
1648533079-1940,https://myanimelist.net/anime/season/archive,Spring 2007,https://myanimelist.net/anime/season/2007/spring,Shiro Hon,https://myanimelist.net/anime/29389/Shiro_Hon,Shiro Hon,N/A,#13820,#17026,175,Spring 2007,TV,null
1648539976-3034,https://myanimelist.net/anime/season/archive,Fall 2014,https://myanimelist.net/anime/season/2014/fall,Gundam: G no Reconguista,https://myanimelist.net/anime/23259/Gundam__G_no_Reconguista,Gundam: G no Reconguista,5.77,#9685,#3568,"27,643",Fall 2014,TV,Sunrise
1648529503-1370,https://myanimelist.net/anime/season/archive,Spring 2003,https://myanimelist.net/anime/season/2003/spring,Wonder Bebil-kun,https://myanimelist.net/anime/12809/Wonder_Bebil-kun,Wonder Bebil-kun,N/A,#14710,#15043,301,Spring 2003,TV,Radix
1648541312-3252,https://myanimelist.net/anime/season/archive,Fall 2015,https://myanimelist.net/anime/season/2015/fall,Zhandou Wang Zhi Jufeng Zhan Hun 3,https://myanimelist.net/anime/36427/Zhandou_Wang_Zhi_Jufeng_Zhan_Hun_3,Zhandou Wang Zhi Jufeng Zhan Hun 3,6.08,#8403,#13253,508,Fall 2015,TV,null
1648536191-2432,https://myanimelist.net/anime/season/archive,Spring 2010,https://myanimelist.net/anime/season/2010/spring,Mayoi Neko Overrun!,https://myanimelist.net/anime/7590/Mayoi_Neko_Overrun,Mayoi Neko Overrun!,6.68,#5271,#1392,"129,787",Spring 2010,TV,AIC
1648549779-4622,https://myanimelist.net/anime/season/archive,Spring 2020,https://myanimelist.net/anime/season/2020/spring,Kakushigoto (TV),https://myanimelist.net/anime/40716/Kakushigoto_TV,Kakushigoto (TV),8,#564,#687,"276,807",Spring 2020,TV,Ajia-Do
1648545761-3973,https://myanimelist.net/anime/season/archive,Winter 2017,https://myanimelist.net/anime/season/2017/winter,High & Low: G-Sword,https://myanimelist.net/anime/35156/High___Low__G-Sword,High & Low: G-Sword,4.9,#11935,#12381,706,Winter 2017,TV,null
1648543961-3681,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Joker Game,https://myanimelist.net/anime/31405/Joker_Game,Joker Game,7.04,#3702,#968,"197,277",Spring 2016,TV,Production I.G
1648524826-650,https://myanimelist.net/anime/season/archive,Spring 1991,https://myanimelist.net/anime/season/1991/spring,Dororonpa!,https://myanimelist.net/anime/24663/Dororonpa,Dororonpa!,N/A,#15945,#13284,504,Spring 1991,TV,Shin-Ei Animation
1648530611-1547,https://myanimelist.net/anime/season/archive,Winter 2004,https://myanimelist.net/anime/season/2004/winter,B-Legend! Battle B-Daman,https://myanimelist.net/anime/2789/B-Legend_Battle_B-Daman,B-Legend! Battle B-Daman,6.29,#7326,#5052,"12,326",Winter 2004,TV,Nippon Animation
1648532088-1783,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Tottoko Hamtarou Hai!,https://myanimelist.net/anime/13679/Tottoko_Hamtarou_Hai,Tottoko Hamtarou Hai!,6.65,#5469,#7573,"4,493",Spring 2006,TV,null
1648521897-225,https://myanimelist.net/anime/season/archive,Fall 1977,https://myanimelist.net/anime/season/1977/fall,Wakakusa no Charlotte,https://myanimelist.net/anime/3196/Wakakusa_no_Charlotte,Wakakusa no Charlotte,6.71,#5168,#9203,"2,408",Fall 1977,TV,Nippon Animation
1648525136-697,https://myanimelist.net/anime/season/archive,Spring 1992,https://myanimelist.net/anime/season/1992/spring,Salad Juu Yuushi Tomatoman,https://myanimelist.net/anime/5201/Salad_Juu_Yuushi_Tomatoman,Salad Juu Yuushi Tomatoman,6.44,#6554,#11663,917,Spring 1992,TV,null
1648547473-4253,https://myanimelist.net/anime/season/archive,Winter 2018,https://myanimelist.net/anime/season/2018/winter,Hakata Tonkotsu Ramens,https://myanimelist.net/anime/35889/Hakata_Tonkotsu_Ramens,Hakata Tonkotsu Ramens,7.39,#2034,#1329,"138,911",Winter 2018,TV,Satelight
1648535810-2373,https://myanimelist.net/anime/season/archive,Fall 2010,https://myanimelist.net/anime/season/2010/fall,Kami nomi zo Shiru Sekai,https://myanimelist.net/anime/8525/Kami_nomi_zo_Shiru_Sekai,Kami nomi zo Shiru Sekai,7.68,#1138,#294,"572,780",Fall 2010,TV,Manglobe
1648529926-1436,https://myanimelist.net/anime/season/archive,Fall 2004,https://myanimelist.net/anime/season/2004/fall,Samurai Gun,https://myanimelist.net/anime/1167/Samurai_Gun,Samurai Gun,5.98,#8853,#5852,"8,560",Fall 2004,TV,Studio Egg
1648549908-4642,https://myanimelist.net/anime/season/archive,Winter 2020,https://myanimelist.net/anime/season/2020/winter,Show By Rock!! Mashumairesh!!,https://myanimelist.net/anime/40763/Show_By_Rock_Mashumairesh,Show By Rock!! Mashumairesh!!,6.98,#3927,#4954,"12,888",Winter 2020,TV,Kinema Citrus
1648536554-2491,https://myanimelist.net/anime/season/archive,Fall 2011,https://myanimelist.net/anime/season/2011/fall,Un-Go,https://myanimelist.net/anime/10798/Un-Go,Un-Go,7.37,#2133,#1317,"140,334",Fall 2011,TV,Bones
1648528393-1196,https://myanimelist.net/anime/season/archive,Spring 2001,https://myanimelist.net/anime/season/2001/spring,Shin Chou Kyou Ryo: Condor Hero,https://myanimelist.net/anime/959/Shin_Chou_Kyou_Ryo__Condor_Hero,Shin Chou Kyou Ryo: Condor Hero,7.32,#2322,#5910,"8,349",Spring 2001,TV,Nippon Animation
1648520600-47,https://myanimelist.net/anime/season/archive,Spring 1967,https://myanimelist.net/anime/season/1967/spring,Mach GoGoGo,https://myanimelist.net/anime/1445/Mach_GoGoGo,Mach GoGoGo,6.66,#5427,#4863,"13,407",Spring 1967,TV,Tatsunoko Production
1648537153-2583,https://myanimelist.net/anime/season/archive,Spring 2011,https://myanimelist.net/anime/season/2011/spring,Softenni,https://myanimelist.net/anime/10109/Softenni,Softenni,6.51,#6219,#3893,"22,985",Spring 2011,TV,Xebec
1648532646-1873,https://myanimelist.net/anime/season/archive,Fall 2007,https://myanimelist.net/anime/season/2007/fall,Pururun! Shizuku-chan Aha,https://myanimelist.net/anime/9533/Pururun_Shizuku-chan_Aha,Pururun! Shizuku-chan Aha,N/A,#13370,#15358,278,Fall 2007,TV,TMS Entertainment
1648533597-2022,https://myanimelist.net/anime/season/archive,Winter 2007,https://myanimelist.net/anime/season/2007/winter,Kyoushirou to Towa no Sora,https://myanimelist.net/anime/1810/Kyoushirou_to_Towa_no_Sora,Kyoushirou to Towa no Sora,6.43,#6631,#2912,"40,526",Winter 2007,TV,TNK
1648523435-449,https://myanimelist.net/anime/season/archive,Winter 1984,https://myanimelist.net/anime/season/1984/winter,Juusenki L-Gaim,https://myanimelist.net/anime/2598/Juusenki_L-Gaim,Juusenki L-Gaim,6.73,#5050,#6958,"5,503",Winter 1984,TV,Sunrise
1648535336-2298,https://myanimelist.net/anime/season/archive,Spring 2009,https://myanimelist.net/anime/season/2009/spring,Hayate no Gotoku!!,https://myanimelist.net/anime/4192/Hayate_no_Gotoku,Hayate no Gotoku!!,7.69,#1097,#1607,"107,840",Spring 2009,TV,J.C.Staff
1648536368-2461,https://myanimelist.net/anime/season/archive,Winter 2010,https://myanimelist.net/anime/season/2010/winter,Nodame Cantabile: Finale,https://myanimelist.net/anime/5690/Nodame_Cantabile__Finale,Nodame Cantabile: Finale,8.25,#270,#1463,"120,284",Winter 2010,TV,J.C.Staff
1648531754-1731,https://myanimelist.net/anime/season/archive,Fall 2006,https://myanimelist.net/anime/season/2006/fall,Katekyo Hitman Reborn!,https://myanimelist.net/anime/1604/Katekyo_Hitman_Reborn,Katekyo Hitman Reborn!,8.14,#387,#339,"513,144",Fall 2006,TV,Artland
1648540963-3195,https://myanimelist.net/anime/season/archive,Winter 2014,https://myanimelist.net/anime/season/2014/winter,Chikasugi Idol Akae-chan,https://myanimelist.net/anime/22755/Chikasugi_Idol_Akae-chan,Chikasugi Idol Akae-chan,N/A,#15697,#14718,328,Winter 2014,TV,DLE
1648532322-1822,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Witchblade,https://myanimelist.net/anime/935/Witchblade,Witchblade,7.23,#2804,#1631,"105,861",Spring 2006,TV,Gonzo
1648524276-572,https://myanimelist.net/anime/season/archive,Fall 1989,https://myanimelist.net/anime/season/1989/fall,Seton Doubutsuki,https://myanimelist.net/anime/7845/Seton_Doubutsuki,Seton Doubutsuki,6.75,#4972,#12836,598,Fall 1989,TV,Eiken
1648524998-676,https://myanimelist.net/anime/season/archive,Fall 1992,https://myanimelist.net/anime/season/1992/fall,Nangoku Shounen Papuwa-kun,https://myanimelist.net/anime/2503/Nangoku_Shounen_Papuwa-kun,Nangoku Shounen Papuwa-kun,6.18,#7860,#11806,866,Fall 1992,TV,Nippon Animation
1648533537-2012,https://myanimelist.net/anime/season/archive,Winter 2007,https://myanimelist.net/anime/season/2007/winter,Rocket Girls,https://myanimelist.net/anime/1942/Rocket_Girls,Rocket Girls,6.93,#4142,#6053,"7,853",Winter 2007,TV,Mook DLE
1648550032-4662,https://myanimelist.net/anime/season/archive,Winter 2020,https://myanimelist.net/anime/season/2020/winter,Infinite Dendrogram,https://myanimelist.net/anime/38909/Infinite_Dendrogram,Infinite Dendrogram,6.18,#7902,#1267,"146,805",Winter 2020,TV,NAZ
1648529263-1332,https://myanimelist.net/anime/season/archive,Fall 2003,https://myanimelist.net/anime/season/2003/fall,Takahashi Rumiko Gekijou Ningyo no Mori,https://myanimelist.net/anime/620/Takahashi_Rumiko_Gekijou_Ningyo_no_Mori,Takahashi Rumiko Gekijou Ningyo no Mori,7.04,#3677,#3779,"24,531",Fall 2003,TV,TMS Entertainment
1648534638-2187,https://myanimelist.net/anime/season/archive,Fall 2009,https://myanimelist.net/anime/season/2009/fall,Kung Fu Gonglyong Suhodae,https://myanimelist.net/anime/48339/Kung_Fu_Gonglyong_Suhodae,Kung Fu Gonglyong Suhodae,N/A,#17404,#18623,60,Fall 2009,TV,null
1648537733-2677,https://myanimelist.net/anime/season/archive,Fall 2012,https://myanimelist.net/anime/season/2012/fall,Bakuman. 3rd Season,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,Bakuman. 3rd Season,8.55,#87,#617,"302,260",Fall 2012,TV,J.C.Staff
1648536001-2403,https://myanimelist.net/anime/season/archive,Spring 2010,https://myanimelist.net/anime/season/2010/spring,Jarujio Animal,https://myanimelist.net/anime/24041/Jarujio_Animal,Jarujio Animal,N/A,#16821,#16352,212,Spring 2010,TV,null
1648550322-4709,https://myanimelist.net/anime/season/archive,Fall 2021,https://myanimelist.net/anime/season/2021/fall,Build Divide: Code Black,https://myanimelist.net/anime/48776/Build_Divide__Code_Black,Build Divide: Code Black,6.36,#6989,#2999,"38,577",Fall 2021,TV,LIDENFILMS
1648547040-4182,https://myanimelist.net/anime/season/archive,Spring 2018,https://myanimelist.net/anime/season/2018/spring,Alice or Alice,https://myanimelist.net/anime/36001/Alice_or_Alice,Alice or Alice,5.35,#11075,#3236,"33,585",Spring 2018,TV,EMT Squared
1648543937-3677,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",https://myanimelist.net/anime/31630/Gyakuten_Saiban__Sono_Shinjitsu_Igi_Ari,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",6.48,#6376,#1456,"122,237",Spring 2016,TV,A-1 Pictures
1648545886-3993,https://myanimelist.net/anime/season/archive,Winter 2017,https://myanimelist.net/anime/season/2017/winter,Kemono Friends,https://myanimelist.net/anime/33089/Kemono_Friends,Kemono Friends,7.54,#1540,#2053,"74,479",Winter 2017,TV,Yaoyorozu
1648540809-3170,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,Sidonia no Kishi,https://myanimelist.net/anime/19775/Sidonia_no_Kishi,Sidonia no Kishi,7.66,#1172,#900,"212,236",Spring 2014,TV,Polygon Pictures
1648532285-1816,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Juu Ou Sei,https://myanimelist.net/anime/953/Juu_Ou_Sei,Juu Ou Sei,7.23,#2773,#2199,"67,619",Spring 2006,TV,Bones
1648527336-1029,https://myanimelist.net/anime/season/archive,Summer 1999,https://myanimelist.net/anime/season/1999/summer,Colorful,https://myanimelist.net/anime/841/Colorful,Colorful,5.98,#8873,#3832,"23,808",Summer 1999,TV,Triangle Staff
1648528717-1245,https://myanimelist.net/anime/season/archive,Fall 2002,https://myanimelist.net/anime/season/2002/fall,HeatGuy J,https://myanimelist.net/anime/958/HeatGuy_J,HeatGuy J,7.14,#3242,#4451,"16,991",Fall 2002,TV,Satelight
1648543011-3530,https://myanimelist.net/anime/season/archive,Fall 2016,https://myanimelist.net/anime/season/2016/fall,Brave Witches,https://myanimelist.net/anime/32866/Brave_Witches,Brave Witches,6.78,#4808,#2501,"54,053",Fall 2016,TV,SILVER LINK.
1648548895-4483,https://myanimelist.net/anime/season/archive,Winter 2019,https://myanimelist.net/anime/season/2019/winter,Yakusoku no Neverland,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,Yakusoku no Neverland,8.55,#90,#39,"1,639,068",Winter 2019,TV,CloverWorks
1648541573-3295,https://myanimelist.net/anime/season/archive,Fall 2015,https://myanimelist.net/anime/season/2015/fall,Heavy Object,https://myanimelist.net/anime/27829/Heavy_Object,Heavy Object,7.26,#2659,#1309,"141,976",Fall 2015,TV,J.C.Staff
1648536573-2494,https://myanimelist.net/anime/season/archive,Fall 2011,https://myanimelist.net/anime/season/2011/fall,C?,https://myanimelist.net/anime/10578/C%C2%B3,C?,6.61,#5646,#1136,"166,724",Fall 2011,TV,SILVER LINK.
1648534950-2235,https://myanimelist.net/anime/season/archive,Summer 2009,https://myanimelist.net/anime/season/2009/summer,Yuhuwa Chingudeul,https://myanimelist.net/anime/36167/Yuhuwa_Chingudeul,Yuhuwa Chingudeul,N/A,#15015,#17686,136,Summer 2009,TV,null
1648538119-2739,https://myanimelist.net/anime/season/archive,Spring 2012,https://myanimelist.net/anime/season/2012/spring,Gakkatsu!,https://myanimelist.net/anime/13139/Gakkatsu,Gakkatsu!,6.48,#6375,#6338,"6,969",Spring 2012,TV,NHK
1648521303-140,https://myanimelist.net/anime/season/archive,Spring 1973,https://myanimelist.net/anime/season/1973/spring,Kouya no Shounen Isamu,https://myanimelist.net/anime/4597/Kouya_no_Shounen_Isamu,Kouya no Shounen Isamu,6.24,#7625,#11697,903,Spring 1973,TV,null
1648532621-1869,https://myanimelist.net/anime/season/archive,Fall 2007,https://myanimelist.net/anime/season/2007/fall,Mameushi-kun,https://myanimelist.net/anime/12185/Mameushi-kun,Mameushi-kun,N/A,#17624,#16332,213,Fall 2007,TV,TMS Entertainment
1648537787-2686,https://myanimelist.net/anime/season/archive,Fall 2012,https://myanimelist.net/anime/season/2012/fall,Magi: The Labyrinth of Magic,https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic,Magi: The Labyrinth of Magic,8.03,#524,#128,"921,252",Fall 2012,TV,A-1 Pictures
1648523747-493,https://myanimelist.net/anime/season/archive,Winter 1986,https://myanimelist.net/anime/season/1986/winter,Uchuusen Sagittarius,https://myanimelist.net/anime/3317/Uchuusen_Sagittarius,Uchuusen Sagittarius,6.86,#4433,#11064,"1,166",Winter 1986,TV,Nippon Animation
1648544581-3782,https://myanimelist.net/anime/season/archive,Fall 2017,https://myanimelist.net/anime/season/2017/fall,"Wake Up, Girls! Shin Shou",https://myanimelist.net/anime/34522/Wake_Up_Girls_Shin_Shou,"Wake Up, Girls! Shin Shou",6.53,#6123,#5051,"12,345",Fall 2017,TV,Millepensee
1648544540-3775,https://myanimelist.net/anime/season/archive,Fall 2017,https://myanimelist.net/anime/season/2017/fall,ClassicaLoid 2nd Season,https://myanimelist.net/anime/35334/ClassicaLoid_2nd_Season,ClassicaLoid 2nd Season,6.5,#6265,#6464,"6,625",Fall 2017,TV,Sunrise
1648544195-3719,https://myanimelist.net/anime/season/archive,Winter 2016,https://myanimelist.net/anime/season/2016/winter,Koukaku no Pandora,https://myanimelist.net/anime/32214/Koukaku_no_Pandora,Koukaku no Pandora,6.51,#6198,#2836,"42,457",Winter 2016,TV,Studio Gokumi
1648525638-770,https://myanimelist.net/anime/season/archive,Winter 1994,https://myanimelist.net/anime/season/1994/winter,Shima Shima Tora no Shimajirou,https://myanimelist.net/anime/9768/Shima_Shima_Tora_no_Shimajirou,Shima Shima Tora no Shimajirou,6.01,#8750,#12393,702,Winter 1994,TV,null
1648528454-1206,https://myanimelist.net/anime/season/archive,Spring 2001,https://myanimelist.net/anime/season/2001/spring,Mahou Senshi Louie,https://myanimelist.net/anime/1164/Mahou_Senshi_Louie,Mahou Senshi Louie,7.16,#3156,#4156,"19,720",Spring 2001,TV,J.C.Staff
1648532466-1845,https://myanimelist.net/anime/season/archive,Winter 2006,https://myanimelist.net/anime/season/2006/winter,Youkai Ningen Bem (2006),https://myanimelist.net/anime/4823/Youkai_Ningen_Bem_2006,Youkai Ningen Bem (2006),5.85,#9406,#8750,"2,872",Winter 2006,TV,Studio Comet
1648522852-361,https://myanimelist.net/anime/season/archive,Spring 1982,https://myanimelist.net/anime/season/1982/spring,Anime Yasei no Sakebi,https://myanimelist.net/anime/8239/Anime_Yasei_no_Sakebi,Anime Yasei no Sakebi,N/A,#15303,#13485,468,Spring 1982,TV,null
1648534866-2222,https://myanimelist.net/anime/season/archive,Fall 2009,https://myanimelist.net/anime/season/2009/fall,Seitokai no Ichizon,https://myanimelist.net/anime/5909/Seitokai_no_Ichizon,Seitokai no Ichizon,7.33,#2300,#1030,"181,784",Fall 2009,TV,Studio Deen
1648539320-2934,https://myanimelist.net/anime/season/archive,Spring 2013,https://myanimelist.net/anime/season/2013/spring,DD Hokuto no Ken (2013),https://myanimelist.net/anime/17705/DD_Hokuto_no_Ken_2013,DD Hokuto no Ken (2013),6.51,#6179,#8115,"3,673",Spring 2013,TV,null
1648546776-4139,https://myanimelist.net/anime/season/archive,Summer 2018,https://myanimelist.net/anime/season/2018/summer,Grand Blue,https://myanimelist.net/anime/37105/Grand_Blue,Grand Blue,8.43,#144,#256,"616,236",Summer 2018,TV,Zero-G
1648534362-2143,https://myanimelist.net/anime/season/archive,Spring 2008,https://myanimelist.net/anime/season/2008/spring,xxxHOLiC: Kei,https://myanimelist.net/anime/3091/xxxHOLiC__Kei,xxxHOLiC: Kei,8.23,#293,#1399,"128,935",Spring 2008,TV,Production I.G
1648521008-101,https://myanimelist.net/anime/season/archive,Fall 1971,https://myanimelist.net/anime/season/1971/fall,Apache Yakyuugun,https://myanimelist.net/anime/3844/Apache_Yakyuugun,Apache Yakyuugun,6.04,#8617,#12003,809,Fall 1971,TV,Toei Animation
1648533103-1944,https://myanimelist.net/anime/season/archive,Spring 2007,https://myanimelist.net/anime/season/2007/spring,Treasure Gaust,https://myanimelist.net/anime/20087/Treasure_Gaust,Treasure Gaust,N/A,#14447,#14437,352,Spring 2007,TV,SynergySP
1648543883-3668,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Macross ?,https://myanimelist.net/anime/28013/Macross_%CE%94,Macross ?,7.27,#2590,#2154,"69,791",Spring 2016,TV,Satelight
1648534193-2115,https://myanimelist.net/anime/season/archive,Spring 2008,https://myanimelist.net/anime/season/2008/spring,Onegai?My Melody Kirara?,https://myanimelist.net/anime/5938/Onegai%E2%99%AAMy_Melody_Kirara%E2%98%85,Onegai?My Melody Kirara?,6.63,#5545,#9765,"1,947",Spring 2008,TV,Studio Comet
